UNIQUE_KEY;Nom_usuel;Prenom_usuel;Titre_usuel;Sexe;Nationalite;Date_naissance_recherche;Lieu_naissance;Date_deces_recherche;Lieu_deces;Profession;Commentaire biographique;Programme;Etat_avancement_saisie
165601;Éli de Beaumont;Thérèse Marie Augusta;;féminin;;3 août 1806;Paris;21 décembre 1866;Paris;;Poète. - Thérèse Marie Augusta de Quélen, épouse d'Augustin-Florimond de Mautheville, marquis Du Bouchet puis de Léonce Élie de Beaumont. Mme la marquise du Bouchet figure dans la liste des acheteurs lors de la vente Durand (1836), distinctement de son mari, M. le marquis du Bouchet.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
157857;Ephrussi de Rothschild;Béatrice;;féminin;;1864;Paris;1934;Davos;;;"Les collections Rothschild dans les institutions publiques françaises - INHA;";Publiée
162742;Ercourt;d';;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144492;Escudier;Etienne-Anne;;masculin;"France;";1798;;1864;;marchand d'art;Etienne-Anne Escudier est un antiquaire parisien installé au 19-21 quai Voltaire, à la suite de son père Jean. Son grand-père Antoine, également marchand, est originaire de Dienne (Cantal). Il possède un hôtel particulier à Boulogne-sur-Seine (aujourd'hui Boulogne-Billancourt), l'hôtel Escudier, vendu par son fils Philippe. La collection familiale est vendue en 1924, à la suite du décès de l'épouse de Philippe Escudier, Caroline Gracien.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161283;Eugène;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144494;Evans;;;masculin;;19e siècle;;19e siècle;;marchand;En 1817, il se rend en Grèce avec le comte de Pourtalès-Gorgier, M. Sotheby et M. Pegow. En décembre 1849, il propose au musée du Louvre l'acquisition d'amulettes égyptiennes. Il figure parmi les acheteurs lors des ventes Dubois et Piot (1847). Il est encore en activité en 1870 (Annuaire publié par la Gazette des Beaux-Arts, Paris, 1870). Il s'agirait du marchand et empailleur P. Evans, auteur de L'art de préparer, monter et conserver les oiseaux, suivi de la manière de prendre, préparer et conserver les papillons et autres insectes, Paris, 1841.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158554;Fanet;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145213;Felix;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165836;Ferté;;;inconnu;;;;;;collectionneur;Le nom n'apparaît qu'une fois sur le PV de la vente Paravey, sans adresse, ce qui indique généralement un habitiué des salles de vente ou une personne connue du monde parisien. Il n'est pas identifié à ce stade de nos recherches et l'othographe même est incertain.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
141866;Feuardent;Félix Bienaimé;;masculin;;1819;Cherbourg;1907;Paris;marchand;"Originaire de Cherbourg, Félix Feuardent s'installe à Paris en 1845. Il s'associe avec Claude-Camille Rollin sous la raison ""Rollin et Feuardent"". L'affaire est par la suite reprise par ses fils, Félix Antoine (1872-1937), Georges François (1873-1963) et Claude Robert (1877-1966), sous le nom Feuardent Frères, et perdure jusqu'au milieu du XXe siècle. Les Feuardent coéditent la Revue numismatique jusqu'en 1937. Félix Feuardent est un proche ami du peintre Jean-François Millet qui le peint, ainsi que son épouse Louise-Antoinette (portrait de Félix Bienaimé Feuardent en collection particulière; portrait de Louise-Antoinette Feuardent conservé au Getty). Félix Feuardent pratique également la daguerréotypie en amateur.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144579;Feuchère;L. F.;;masculin;;19e siècle;;19e siècle;;commerçant;Ses fils et gendre (Feuchère et Fossey) lui succèdent en 1824 dans sa fabrique de bronze. Une vente après cessation de commerce en novembre 1824. Une vente de sa collection en décembre 1831.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165837;Fichel;;;inconnu;;;;;;collectionneur;"Le nom apparaît pour huits lots achetés lors de la vente paravey en 1879, duivi d'une adresse, ""av. Trudaine"", à Paris. Il pourrait être le peintre Eugène Fichel (1826-1895), dont les tableaux sont vendus à plusieurs reprises, et dont la vente du 3 avril 1893 (Lugt 51698) contient des objets d'arts issus de son atelier, mais aucun antique. L'adresse ne correspond pas aux indications recueillies sur les différents domiciles du peintre.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
144862;Fiérard;;;masculin;;;;Avant 1846;;;Deux ventes de sa collection ont lieu à Paris: une de son vivant (du 23 au 26 janvier 1837) et une posthume (le 7 mars 1846). Fiérard figure parmi les acheteurs lors de la vente Révil (1835).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165838;Fionart;;;inconnu;;;;;;collectionneur;Ce nom apparaît à deux reprises sur le PV de la vente Paravey en 1879, suivi d'une adresse, au 16 rue de Boulogne (Paris). Il n'est pas identifié à ce stade de nos recherches et l'othographe même est incertain.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
164204;Fleischhauer;Edmond;;masculin;"France;";1812;Strasbourg;1896;Colmar;collectionneur;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
164952;Flers;François de;;masculin;"France;";1902;;1986;;banquier;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
147379;Fleury;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161001;Forne;;;inconnu;;;;;;;Son nom, d'une lecture difficile, figure parmi les acheteurs de la vente Beugnot (1840). Le procès-verbal de cette même vente précise son adresse (12 rue du Cadran).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
5398;Forrer;Robert;;masculin;"Suisse;France;";9 janvier 1866;Meilen;9 avril 1947;Strasbourg;archéologue;;"Répertoire des expositions dans les musées français (1900-1950) - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
16886;Fould;Achille;;masculin;"France;";1800;Paris;1867;Tarbes;banquier;Fils du banquier Beer Léon Fould et frère de Louis Fould, Achille Fould est ministre des Finances sous la seconde République et ministre d'Etat de 1852 à 1860, sous le Second Empire.;"Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Livres français d'architecture (1512-1914) - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144493;Fould;Louis;;masculin;"France;";1794;Paris;1858;Paris;collectionneur;frère d'Achille Fould;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
142388;Fouquiaux;;;masculin;;19e siècle;;19e siècle;;marchand d'art;Fouquiaux achète de nombreuses terres cuites et verres aux ventes Gros (1835) et Magnoncour (1839). Le musée des Antiquités de Rouen lui a acheté des vases antiques en mai 1837 et en 1844. Les archives du Musée de Cluny (Correspondances 1848-1890) précisent que M. Fouquiau est en 1882 propriétaire de l'ancien hôtel d'Effiat (lettre du 31 août 1882, concernant l'offre par Fouquiau au musée d'un moulage d'un bas-relief). Sa collection est vendue aux enchères à Paris du 25 au 28 novembre 1850, au 42 rue des Jeûneurs. Exposition le 24 novembre, le catalogue se distribue chez Me Ridel, commissaire-priseur, au 335 rue Saint-Honoré. Collection d'objets d'art et de curiosité. Cf. Louis Véron, Le Constitutionnel : journal du commerce, politique et littéraire, n° 320, Paris, 16 novembre 1850 (http://gallica.bnf.fr/ark:/12148/bpt6k669112j).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158238;Foutrain;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162776;Franc;;;masculin;;;;;;collectionneur;Apparaissant sur le PV de la vente pourtalès en 1865, l'écriture du nom est fluctuante, montrant qu'il est sans doute inconnu du scripteur : franc, Frank, Franck. Il acquiert six lots d'antiquités. La personne n'est pas identifiée.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158963;Franciski;;;masculin;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
156766;Froehner;Wilhelm;;masculin;"Allemagne;";17 août 1834;Karlsruhe;22 mai 1925;Paris;rédacteur;Etudes de philologie à la faculté de théologie de Fribourg-en-Brisgau. Docteur en philosophie de l?université de Göttigen (1858) Attaché au département des Antiques du musée du Louvre (1862-1863) Installation au n°11 de la rue Casimir Périer (1863) Naturalisation française par décret impérial spécial (1866) Conservateur adjoint au Musée du Louvre (1867) Chevalier de la Légion d?honneur (1868) Membre de la Société numismatique Membre de l?Académie de Berlin Conservateur des objets d?art des résidences impériales (1870) Wilhelm Froehner est issu d?une modeste famille allemande de Karlsruhe. Dès son plus jeune âge, il étudie la philologie, l?archéologie et publie des articles dans la revue allemande Philologus. Il s?installe à Paris en 1859 où il se fréquente les salles de vente (Drouot), les cabinets de marchands de monnaies (principalement Hoffmann) et d?antiquités. Froehner côtoie de nombreux collectionneurs (Barre, Blacas, De Witte, Oppermann, De Saulcy) et publie pour ces certains des catalogues d?antiquités (surtout de 1971 à 1919). On le sait très proche de la comtesse de Béarn. Il commence très jeune à collectionner des monnaies puis il achète des petits objets, souvent fragmentaires, qui portent des inscriptions en grec, latin, étrusque et osque. En plus d?assister aux ventes (Castellani 1884, Sambon 1900), Froehner voyage en Allemagne, en Angleterre, en Italie et en Pologne où il acquiert des antiquités. Dans le cadre de ses acquisitions, il fait souvent appel à des intermédiaires. Sa collection, très hétérogène, comporte déjà en 1905 plus de 6500 monnaies. En 1897, il rédige son testament et stipule alors qu?il lègue à la Bibliothèque et aux archives de Weimar ses volumes, des papyri, des manuscrits grecs, sa correspondance, les carnets qui constituent son journal. Il lègue au Cabinet des médailles de la Bibliothèque nationale de Paris sa collection personnelle d?objets. Dans les boites se trouvent environ 3450 pièces en or et argent (150), bronze et cuivre (380), plomb (70), verre (260), ivoires et os (550), pierre (140), terre cuite (850 fragments), bois (40) ainsi que des camées, des intailles, des stucs peints (1000) et un tissu copte. Une dominance du monde antique et de l?archéologie se manifeste dans la collection de Froehner. Une petite note est adressée en faveur de la comtesse de Béarn qui est autorisée à choisir quelques pièces, elle qui l?a si souvent aidé financièrement lors de ses acquisitions. Une pneumonie l?emporte en 1925 à l?âge de 91 ans.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164973;Froment;;;féminin;"France;";;;;;collectionneuse;Nom d'acheteur apparaissant dans le PV de la vente Tyszkiewicz conservé au archives de la ville de Paris. Pourrait être la femme d'Emile Froment-Meurice.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
142510;Fyot;Barthélémy-Philippe-Félix;Marquis de La Marche;masculin;;25 avril 1765;Dijon;24 mars 1842;Paris;collectionneur;Comte de Dracy et Marquis de la Marche, Barthélémy-Philippe-Félix Fyot (1765-1842) entreprend une carrière militaire de 1779 à 1789, jusqu'à recevoir le titre d'Officier supérieur des Gardes françaises. Il est fait Chevalier de la légion d'honneur en 1828.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
3779;Galichon;Émile-Louis;;masculin;"France;";15 décembre 1829;Paris;8 février 1875;Cannes;directeur de revue;Historien de l'art, critique et rédacteur de la Gazette des beaux-Arts. Domicilié en 1870 au 182 rue de Rivoli à Paris. Collectionneur de dessins, surtout italiens, estampes de maîtres, primitifs, objets d'art de l'orient, gravures et antiquités. A fondé la Société Française de Gravure dont il fut directeur jusqu'à sa mort (Informations de Nora Segreto).;"Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147654;Gallois;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
142826;Gamba;;;masculin;;19e siècle;;19e siècle;;marchand;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162747;Gamen;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865. La lecture est incertaine. Une seule occurrence.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162721;Ganay;Charles Alexandre;de;masculin;;1803;;1881;;ministre;Epoux d'Elisa Callixte Pourtalès, il est le gendre de James-Alexandre de Pourtalès et achète de quinze antiquités lors de la vente de ses biens en 1865.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162785;Ganay;Maurice;de;masculin;;Vers 1832;;1893;;collectionneur;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144491;Gansberg;Isaac;;masculin;;1788;Grand-Est;1852;Paris;marchand;"Dans l'Annuaire général du commerce et de l'Industrie de 1847, Gansberg est répertorié comme ""marchand d'objets d'art, meubles, porcelaines anciennes de Sèvres, de Chine et de Saxe, pendules, candélabres, flambeaux, et tout ce qui concerne le bronze doré, armes anciennes et armures de tous les siècles, location d'objets de curiosités et d'armes pour MM. les artistes"".";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158240;Gatteau;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
111217;Gauchez;Léon;;masculin;"France;";;;;;;Critique d'art;"Guide des archives de l?art conservées en France (XIXe-XXIe siècles), GAAEL - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;";Publiée
